SKU,Product Name,French Description,Category,"French Category Name
",num_of_inv,Line,Color,Size,Volume,Product UPC,MSRP,MAP,NET Price,List Price,Brand Code,Brand Discount Y/N,Brand Discount,Attention: Net Price Change,Attention: New Catalog SKU
035701-005,SUPERHIDE ZERO EGGS-WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,37,00357,01,005,,023906165369,,,$86.58,$100.27,BMP,Y,-13%,N,N
035703-005,SUPERHIDE ZERO EGGS-BONE WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,6,00357,03,005,,023906163778,,,$86.58,$100.27,BMP,Y,-13%,N,N
03571X-001,SUPERHIDE ZERO EGGS-TINT WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,18,00357,1X,001,quart,023906163686,,,$16.32,$18.90,BMP,Y,-13%,N,N
03571X-005,SUPERHIDE ZERO EGGS-TINT WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,45,00357,1X,005,,023906163693,,,$81.88,$94.83,BMP,Y,-13%,N,N
03572X-001,SUPERHIDE ZERO EGGS-BASE 2,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,43,00357,2X,001,quart,023906163709,,,$13.87,$16.06,BMP,Y,-13%,N,N
03572X-005,SUPERHIDE ZERO EGGS-BASE 2,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,35,00357,2X,005,,023906163716,,,$69.29,$80.24,BMP,Y,-13%,N,N
03573X-001,SUPERHIDE ZERO EGGS-BASE 3,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,38,00357,3X,001,quart,023906171957,,,$11.62,$13.46,BMP,Y,-13%,N,N
03573X-005,SUPERHIDE ZERO EGGS-BASE 3,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,30,00357,3X,005,,023906171964,,,$52.72,$61.06,BMP,Y,-13%,N,N
035770-001,SUPERHIDE ZERO EGGS-LINEN WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,7,00357,70,001,quart,023906163723,,,$17.31,$20.05,BMP,Y,-13%,N,N
035773-001,SUPERHIDE ZERO EGGS-NAVAJO WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,14,00357,73,001,quart,023906165574,,,$17.31,$20.05,BMP,Y,-13%,N,N
035773-005,SUPERHIDE ZERO EGGS-NAVAJO WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,39,00357,73,005,,023906165383,,,$86.58,$100.27,BMP,Y,-13%,N,N
035801-001,SUPERHIDE ZERO SEMI-WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,7,00358,01,001,quart,023906165406,,,$19.33,$22.39,BMP,Y,-13%,N,N
035801-005,SUPERHIDE ZERO SEMI-WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,5,00358,01,005,,023906165437,,,$96.64,$111.92,BMP,Y,-13%,N,N
035803-001,SUPERHIDE ZERO SEMI-BONE WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,29,00358,03,001,quart,023906163860,,,$19.33,$22.39,BMP,Y,-13%,N,N
035803-005,SUPERHIDE ZERO SEMI-BONE WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,27,00358,03,005,,023906163877,,,$96.64,$111.92,BMP,Y,-13%,N,N
03581X-001,SUPERHIDE ZERO SEMI-TINT WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,7,00358,1X,001,quart,023906163785,,,$18.32,$21.22,BMP,Y,-13%,N,N
03581X-005,SUPERHIDE ZERO SEMI-TINT WHITE,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,26,00358,1X,005,,023906163792,,,$91.60,$106.08,BMP,Y,-13%,N,N
03582X-001,SUPERHIDE ZERO SEMI-BASE 2,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,8,00358,2X,001,quart,023906163808,,,$15.88,$18.39,BMP,Y,-13%,N,N
03582X-005,SUPERHIDE ZERO SEMI-BASE 2,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,24,00358,2X,005,,023906163815,,,$79.34,$91.89,BMP,Y,-13%,N,N
03583X-001,SUPERHIDE ZERO SEMI-BASE 3,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,37,00358,3X,001,quart,023906171971,,,$13.60,$15.75,BMP,Y,-13%,N,N
03583X-005,SUPERHIDE ZERO SEMI-BASE 3,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,7,00358,3X,005,,023906171988,,,$64.91,$75.17,BMP,Y,-13%,N,N
035870-001,SUPERHIDE ZERO SEMI-LINEN WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,11,00358,70,001,quart,023906163822,,,$19.33,$22.39,BMP,Y,-13%,N,N
035870-005,SUPERHIDE ZERO SEMI-LINEN WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,26,00358,70,005,,023906163839,,,$96.64,$111.92,BMP,Y,-13%,N,N
035873-001,SUPERHIDE ZERO SEMI-NAVAJO WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,5,00358,73,001,quart,023906165581,,,$19.33,$22.39,BMP,Y,-13%,N,N
035873-005,SUPERHIDE ZERO SEMI-NAVAJO WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,29,00358,73,005,,023906165475,,,$96.64,$111.92,BMP,Y,-13%,N,N
035874-001,SUPERHIDE ZERO SEMI-CHINA WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,5,00358,74,001,quart,023906163846,,,$19.33,$22.39,BMP,Y,-13%,N,N
035874-005,SUPERHIDE ZERO SEMI-CHINA WH,{N/A},SUPER HIDE ZERO,SUPER HIDE SANS COV,16,00358,74,005,,023906163853,,,$96.64,$111.92,BMP,Y,-13%,N,N
035901-001,US MSRY ELAST FLAT -WHITE,{N/A},BM MASONRY,BM POUR MACONNERIE,16,00359,01,001,quart,023906198060,,,$27.85,$32.25,BMP,Y,-13%,N,N
035901-005,US MSRY ELAST FLAT -WHITE,{N/A},BM MASONRY,BM POUR MACONNERIE,17,00359,01,005,,023906199135,,,$127.05,$147.14,BMP,Y,-13%,N,N
03591X-001,US MSRY ELAST FLAT -BASE 1,{N/A},BM MASONRY,BM POUR MACONNERIE,21,00359,1X,001,quart,023906199142,,,$27.11,$31.39,BMP,Y,-13%,N,N
03591X-005,US MSRY ELAST FLAT -BASE 1,{N/A},BM MASONRY,BM POUR MACONNERIE,42,00359,1X,005,,023906199159,,,$123.35,$142.85,BMP,Y,-13%,N,N
03592X-001,US MSRY ELAST FLAT -BASE 2,{N/A},BM MASONRY,BM POUR MACONNERIE,10,00359,2X,001,quart,023906199166,,,$24.48,$28.35,BMP,Y,-13%,N,N
03592X-005,US MSRY ELAST FLAT -BASE 2,{N/A},BM MASONRY,BM POUR MACONNERIE,12,00359,2X,005,,023906199173,,,$113.57,$131.53,BMP,Y,-13%,N,N
03593X-001,US MSRY ELAST FLAT -BASE 3,{N/A},BM MASONRY,BM POUR MACONNERIE,9,00359,3X,001,quart,023906199180,,,$21.50,$24.90,BMP,Y,-13%,N,N
03593X-005,US MSRY ELAST FLAT -BASE 3,{N/A},BM MASONRY,BM POUR MACONNERIE,36,00359,3X,005,,023906199197,,,$96.12,$111.32,BMP,Y,-13%,N,N
03594X-001,ULTR MASON ELAS COAT FLAT BASE,{N/A},BM MASONRY,BM POUR MACONNERIE,43,00359,4X,001,quart,023906330514,,,$19.11,$22.13,BMP,Y,-13%,N,N
03594X-005,ULTR MASON ELAS COAT FLAT BASE,{N/A},BM MASONRY,BM POUR MACONNERIE,17,00359,4X,005,,023906330521,,,$87.41,$101.23,BMP,Y,-13%,N,N
036001-001,US MSRY ELAST LL -WHITE,{N/A},BM MASONRY,BM POUR MACONNERIE,21,00360,01,001,quart,023906199234,,,$30.17,$34.94,BMP,Y,-13%,N,N
036001-005,US MSRY ELAST LL -WHITE,{N/A},BM MASONRY,BM POUR MACONNERIE,23,00360,01,005,,023906199241,,,$138.71,$160.64,BMP,Y,-13%,N,N
03601X-001,US MSRY ELAST LL -BASE 1,{N/A},BM MASONRY,BM POUR MACONNERIE,29,00360,1X,001,quart,023906199258,,,$28.95,$33.53,BMP,Y,-13%,N,N
03601X-005,US MSRY ELAST LL -BASE 1,{N/A},BM MASONRY,BM POUR MACONNERIE,40,00360,1X,005,,023906199265,,,$132.63,$153.60,BMP,Y,-13%,N,N
03602X-001,US MSRY ELAST LL -BASE 2,{N/A},BM MASONRY,BM POUR MACONNERIE,18,00360,2X,001,quart,023906199272,,,$27.79,$32.18,BMP,Y,-13%,N,N
03602X-005,US MSRY ELAST LL -BASE 2,{N/A},BM MASONRY,BM POUR MACONNERIE,23,00360,2X,005,,023906199289,,,$126.81,$146.86,BMP,Y,-13%,N,N
03603X-001,US MSRY ELAST LL -BASE 3,{N/A},BM MASONRY,BM POUR MACONNERIE,14,00360,3X,001,quart,023906199296,,,$25.35,$29.36,BMP,Y,-13%,N,N
03603X-005,US MSRY ELAST LL -BASE 3,{N/A},BM MASONRY,BM POUR MACONNERIE,38,00360,3X,005,,023906199302,,,$114.54,$132.65,BMP,Y,-13%,N,N
03604X-001,US MSRY ELAST LL -BASE 4,{N/A},BM MASONRY,BM POUR MACONNERIE,23,00360,4X,001,quart,023906330538,,,$21.56,$24.96,BMP,Y,-13%,N,N
03604X-005,US MSRY ELAST LL -BASE 4,{N/A},BM MASONRY,BM POUR MACONNERIE,45,00360,4X,005,,023906330545,,,$95.57,$110.68,BMP,Y,-13%,N,N
038000-001,BM DRYWALL PRIMER -WHITE,{N/A},BM PRO PRIMER,APPRET BM PRO,37,00380,00,001,quart,023906775339,,,$16.01,$18.54,BMP,Y,-13%,N,N
038000-005,BM DRYWALL PRIMER -WHITE,{N/A},BM PRO PRIMER,APPRET BM PRO,33,00380,00,005,,023906775346,,,$70.99,$82.22,BMP,Y,-13%,N,N
039501-005,BM DRYFALL LTX FLAT-WHITE,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,31,00395,01,005,,023906166885,,,$65.78,$76.18,BMP,Y,-13%,N,N
03951X-005,BM DRYFALL LTX FLAT-BASE 1,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,13,00395,1X,005,,023906198879,,,$64.59,$74.81,BMP,Y,-13%,N,N
03952X-005,BM DRYFALL LTX FLAT-BASE 2,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,44,00395,2X,005,,023906331887,,,$49.62,$57.46,BMP,Y,-13%,N,N
03953X-005,BM DRYFALL LTX FLAT-BASE 3,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,10,00395,3X,005,,023906331894,,,$28.82,$33.38,BMP,Y,-13%,N,N
03954X-005,BM DRYFALL LTX FLAT-BASE 4,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,5,00395,4X,005,,023906331900,,,$19.58,$22.68,BMP,Y,-13%,N,N
039580-005,BM DRYFALL LTX FLAT-BLACK,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,26,00395,80,005,,023906166809,,,$65.78,$76.18,BMP,Y,-13%,N,N
039601-005,PROF DRYFALL LTX EG-WHITE,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,12,00396,01,005,,023906166915,,,$80.49,$93.22,BMP,Y,-13%,N,N
03961X-005,PROF DRYFALL LTX EG-BASE 1,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,41,00396,1X,005,,023906198886,,,$78.91,$91.39,BMP,Y,-13%,N,N
039701-005,BM DRYFALL LTX SEMI-WHITE,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,15,00397,01,005,,023906166922,,,$91.72,$106.22,BMP,Y,-13%,N,N
03971X-005,BM DRYFALL LTX SEMI-BASE 1,{N/A},PRO PREP BM,PRODUITS PROFESSIONNELS PREPARATION BM,40,00397,1X,005,,023906198978,,,$90.16,$104.41,BMP,Y,-13%,N,N
04501X-001,ULTRASPEC EXT SOLID-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,39,00450,1X,001,quart,023906170776,,,$24.33,$28.17,BMP,Y,-13%,N,N
04501X-005,ULTRASPEC EXT SOLID-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,23,00450,1X,005,,023906170783,,,$109.51,$126.83,BMP,Y,-13%,N,N
04502X-001,ULTRASPEC EXT SOLID-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,14,00450,2X,001,quart,023906170790,,,$21.93,$25.40,BMP,Y,-13%,N,N
04502X-005,ULTRASPEC EXT SOLID-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,35,00450,2X,005,,023906170806,,,$97.56,$112.99,BMP,Y,-13%,N,N
04503X-001,ULTRASPEC EXT SOLID-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,6,00450,3X,001,quart,023906170813,,,$16.57,$19.19,BMP,Y,-13%,N,N
04503X-005,ULTRASPEC EXT SOLID-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,5,00450,3X,005,,023906170820,,,$70.69,$81.86,BMP,Y,-13%,N,N
04504X-001,ULTRASPEC EXT SOLID-BASE 4,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,10,00450,4X,001,quart,023906170837,,,$15.07,$17.45,BMP,Y,-13%,N,N
04504X-005,ULTRASPEC EXT SOLID-BASE 4,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,18,00450,4X,005,,023906170844,,,$63.21,$73.21,BMP,Y,-13%,N,N
045201-005,MASONRY ACR SATIN -WHITE,{N/A},BM MASONRY,BM POUR MACONNERIE,40,00452,01,005,,023906171896,,,$126.55,$146.56,BMP,Y,-13%,N,N
047301-001,ECOSPEC SILVER FLAT-WHITE,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,9,00473,01,001,quart,023906016883,,,$37.63,$43.57,BMP,Y,-13%,N,N
04731X-005,ECOSPEC SILVER FLAT-BASE 1,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,13,00473,1X,005,,023906030261,,,$157.54,$182.45,BMP,Y,-13%,N,N
04732X-001,ECOSPEC SILVER FLAT-BASE 2,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,35,00473,2X,001,quart,023906030278,,,$34.17,$39.58,BMP,Y,-13%,N,N
04733X-001,ECOSPEC SILVER FLAT-BASE 3,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,42,00473,3X,001,quart,023906044329,,,$28.94,$33.52,BMP,Y,-13%,N,N
04734X-001,ECOSPEC SILVER FLAT-BASE 4,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,35,00473,4X,001,quart,023906044404,,,$27.26,$31.58,BMP,Y,-13%,N,N
047401-001,ECOSPEC SILVER EGGS-WHITE,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,11,00474,01,001,quart,023906046774,,,$37.63,$43.57,BMP,Y,-13%,N,N
04743X-001,ECOSPEC SILVER EGGS-BASE 3,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,6,00474,3X,001,quart,023906047245,,,$28.94,$33.52,BMP,Y,-13%,N,N
04761X-001,ECOSPEC SILVER SEMI-BASE 1,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,8,00476,1X,001,quart,023906047306,,,$35.93,$41.61,BMP,Y,-13%,N,N
04762X-001,ECOSPEC SILVER SEMI-BASE 2,{N/A},ECO SPEC SILVER,ECO SPEC SILVER,21,00476,2X,001,quart,023906047320,,,$34.17,$39.58,BMP,Y,-13%,N,N
048401-001,ULTR SPEC SCUFF-X INT MATT-WHI,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,34,00484,01,001,quart,023906709129,,,$40.57,$46.99,BMP,Y,-13%,N,N
048401-005,ULTR SPEC SCUFF-X INT MATT-WHI,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,26,00484,01,005,,023906709136,,,$190.38,$220.48,BMP,Y,-13%,N,N
04841X-001,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,8,00484,1X,001,quart,023906709143,,,$39.00,$45.16,BMP,Y,-13%,N,N
04841X-005,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,31,00484,1X,005,,023906709150,,,$182.51,$211.37,BMP,Y,-13%,N,N
04842X-001,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,18,00484,2X,001,quart,023906709167,,,$37.43,$43.34,BMP,Y,-13%,N,N
04842X-005,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,29,00484,2X,005,,023906709174,,,$174.64,$202.25,BMP,Y,-13%,N,N
04843X-001,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,31,00484,3X,001,quart,023906709181,,,$32.70,$37.87,BMP,Y,-13%,N,N
04843X-005,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,43,00484,3X,005,,023906709198,,,$151.06,$174.94,BMP,Y,-13%,N,N
04844X-001,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,10,00484,4X,001,quart,023906709204,,,$31.13,$36.06,BMP,Y,-13%,N,N
04844X-005,ULTR SPEC SCUFF-X IN MAT-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,40,00484,4X,005,,023906709211,,,$143.18,$165.82,BMP,Y,-13%,N,N
048501-001,ULTRA SPEC SCUFF-X INT EG-WHIT,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,36,00485,01,001,quart,023906709228,,,$41.47,$48.02,BMP,Y,-13%,N,N
048501-005,ULTRA SPEC SCUFF-X INT EG-WHIT,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,32,00485,01,005,,023906709235,,,$194.88,$225.69,BMP,Y,-13%,N,N
04851X-001,ULTR SPEC SCUFF-X INT E/S-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,8,00485,1X,001,quart,023906709242,,,$39.89,$46.20,BMP,Y,-13%,N,N
04852X-001,ULTR SPEC SCUFF-X INT E/S-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,37,00485,2X,001,quart,023906709266,,,$38.32,$44.38,BMP,Y,-13%,N,N
04852X-005,ULTR SPEC SCUFF-X INT E/S-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,9,00485,2X,005,,023906709273,,,$179.14,$207.46,BMP,Y,-13%,N,N
04853X-001,ULTR SPEC SCUFF-X INT E/S-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,36,00485,3X,001,quart,023906709280,,,$33.58,$38.88,BMP,Y,-13%,N,N
04853X-005,ULTR SPEC SCUFF-X INT E/S-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,14,00485,3X,005,,023906709297,,,$155.54,$180.14,BMP,Y,-13%,N,N
04854X-001,ULTR SPEC SCUFF-X IN EGG-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,13,00485,4X,001,quart,023906709303,,,$32.03,$37.09,BMP,Y,-13%,N,N
04854X-005,ULTR SPEC SCUFF-X INT E/S-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,6,00485,4X,005,,023906709310,,,$147.67,$171.02,BMP,Y,-13%,N,N
048601-001,ULTRA SPEC SCUFF-X INT STN-WHI,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,6,00486,01,001,quart,023906709327,,,$42.36,$49.06,BMP,Y,-13%,N,N
048601-005,ULTRA SPEC SCUFF-X INT STN-WHI,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,45,00486,01,005,,023906709334,,,$199.29,$230.80,BMP,Y,-13%,N,N
04861X-001,ULTR SPEC SCUFF-X IN STN-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,26,00486,1X,001,quart,023906709341,,,$40.78,$47.23,BMP,Y,-13%,N,N
04862X-001,ULTR SPEC SCUFF-X IN STN-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,20,00486,2X,001,quart,023906709365,,,$39.21,$45.41,BMP,Y,-13%,N,N
04862X-005,ULTR SPEC SCUFF-X IN STN-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,41,00486,2X,005,,023906709372,,,$183.55,$212.58,BMP,Y,-13%,N,N
04863X-001,ULTR SPEC SCUFF-X IN STN-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,22,00486,3X,001,quart,023906709389,,,$34.50,$39.95,BMP,Y,-13%,N,N
04863X-005,ULTR SPEC SCUFF-X IN STN-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,33,00486,3X,005,,023906709396,,,$159.97,$185.27,BMP,Y,-13%,N,N
04864X-001,ULTR SPEC SCUFF-X IN STN-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,28,00486,4X,001,quart,023906709402,,,$32.92,$38.13,BMP,Y,-13%,N,N
04864X-005,ULTR SPEC SCUFF-X IN STN-BASE ,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,8,00486,4X,005,,023906709419,,,$152.11,$176.16,BMP,Y,-13%,N,N
048701-001,ULTRA SPEC SCUFF-X INT SG-WHIT,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,33,00487,01,001,quart,023906368920,,,$43.44,$50.31,BMP,Y,-13%,N,N
048701-005,ULTRA SPEC SCUFF-X INT SG-WHIT,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,15,00487,01,005,,023906368937,,,$204.68,$237.05,BMP,Y,-13%,N,N
04871X-005,ULTRA SPEC SCUFF-X INT SG-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,6,00487,1X,005,,023906368951,,,$196.61,$227.70,BMP,Y,-13%,N,N
04872X-001,ULTRA SPEC SCUFF-X INT SG-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,36,00487,2X,001,quart,023906368968,,,$40.22,$46.57,BMP,Y,-13%,N,N
04872X-005,ULTRA SPEC SCUFF-X INT SG-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,8,00487,2X,005,,023906368975,,,$188.56,$218.37,BMP,Y,-13%,N,N
04873X-001,ULTRA SPEC SCUFF-X INT SG-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,35,00487,3X,001,quart,023906368982,,,$35.38,$40.98,BMP,Y,-13%,N,N
04873X-005,ULTRA SPEC SCUFF-X INT SG-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,13,00487,3X,005,,023906368999,,,$164.42,$190.41,BMP,Y,-13%,N,N
04874X-001,ULTRA SPEC SCUFF-X INT SG-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,33,00487,4X,001,quart,023906369002,,,$33.77,$39.11,BMP,Y,-13%,N,N
04874X-005,ULTRA SPEC SCUFF-X INT SG-BASE,{N/A},ULTRA SPEC SCUFF X,ULTRA SPEC SCUFF X,12,00487,4X,005,,023906369019,,,$156.35,$181.07,BMP,Y,-13%,N,N
050700-001,BM FAST SAND PRIMER -WHITE,{N/A},BM PRO PRIMER,APPRET BM PRO,42,00507,00,001,quart,023906775384,,,$23.78,$27.54,BMP,Y,-13%,N,N
050700-005,BM FAST SAND PRIMER -WHITE,{N/A},BM PRO PRIMER,APPRET BM PRO,35,00507,00,005,,023906775391,,,$105.11,$121.72,BMP,Y,-13%,N,N
050809-001,WATERBORNE CEILING -CEILING WH,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,40,00508,09,001,quart,023906024802,$60.99,$53.99,$32.63,$33.30,BMC,Y,-1.25%,N,N
050809-004,WATERBORNE CEILING -CEILING WH,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,40,00508,09,004,gallon,023906028077,$26.99,$23.99,$13.05,$13.32,BMC,Y,-1.25%,N,N
050809-005,WATERBORNE CEILING -CEILING WH,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,31,00508,09,005,,023906024833,$304.95,$273.95,$161.54,$164.82,BMC,Y,-1.25%,N,N
05081X-001,WATERBORNE CEILING -BASE 1,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,39,00508,1X,001,quart,023906024857,$60.99,$53.99,$31.42,$32.06,BMC,Y,-1.25%,N,N
05081X-004,WATERBORNE CEILING -BASE 1,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,38,00508,1X,004,gallon,023906036867,$26.99,$23.99,$12.73,$12.99,BMC,Y,-1.25%,N,N
05081X-005,WATERBORNE CEILING -BASE 1,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,16,00508,1X,005,,023906024864,$304.95,$273.95,$155.44,$158.59,BMC,Y,-1.25%,N,N
05082X-001,WATERBORNE CEILING -BASE 2,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,24,00508,2X,001,quart,023906024871,$60.99,$53.99,$29.19,$29.78,BMC,Y,-1.25%,N,N
05082X-004,WATERBORNE CEILING -BASE 2,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,36,00508,2X,004,gallon,023906036874,$26.99,$23.99,$12.18,$12.43,BMC,Y,-1.25%,N,N
05083X-001,WATERBORNE CEILING -BASE 3,{N/A},WATERBORNE CEILING PAINT,PEINTURE A BASE D EAU POUR PLAFONDS,35,00508,3X,001,quart,023906024895,$60.99,$53.99,$23.71,$24.19,BMC,Y,-1.25%,N,N
